think	0.2300
also	0.2200
back	0.2100
active	0.2000
after	0.2000
anyone	0.2000
application	0.2000
apply	0.2000
button	0.2000
character	0.2000
click	0.2000
comment	0.2000
control	0.2000
default	0.2000
delete	0.2000
during	0.2000
early	0.2000
easy	0.2000
error	0.2000
event	0.2000
everyone	0.2000
extra	0.2000
fast	0.2000
feature	0.2000
field	0.2000
final	0.2000
hard	0.2000
history	0.2000
however	0.2000
input	0.2000
item	0.2000
late	0.2000
letters	0.2000
likely	0.2000
mail	0.2000
menu	0.2000
messages	0.2000
missing	0.2000
mode	0.2000
month	0.2000
notes	0.2000
option	0.2000
options	0.2000
original	0.2000
personal	0.2000
plain	0.2000
press	0.2000
previous	0.2000
privacy	0.2000
private	0.2000
receive	0.2000
replace	0.2000
result	0.2000
return	0.2000
rule	0.2000
rules	0.2000
safe	0.2000
screen	0.2000
secure	0.2000
service	0.2000
settings	0.2000
signal	0.2000
simple	0.2000
someone	0.2000
state	0.2000
status	0.2000
target	0.2000
though	0.2000
title	0.2000
typing	0.2000
under	0.2000
useful	0.2000
valid	0.2000
version	0.2000
wrong	0.2000
wrote	0.2000
two	0.1900
applied	0.1500
automatic	0.1500
automatically	0.1500
bar	0.1500
brain	0.1500
browser	0.1500
cases	0.1500
characters	0.1500
cloud	0.1500
command	0.1500
completed	0.1500
custom	0.1500
database	0.1500
disable	0.1500
disabled	0.1500
don	0.1500
editor	0.1500
enable	0.1500
enabled	0.1500
english	0.1500
events	0.1500
fingers	0.1500
fix	0.1500
focus	0.1500
friends	0.1500
icon	0.1500
info	0.1500
int	0.1500
issues	0.1500
items	0.1500
keyboard	0.1500
keys	0.1500
layout	0.1500
learning	0.1500
lock	0.1500
mistake	0.1500
monitor	0.1500
names	0.1500
network	0.1500
numbers	0.1500
output	0.1500
parts	0.1500
password	0.1500
pattern	0.1500
pause	0.1500
permission	0.1500
phrase	0.1500
policy	0.1500
profile	0.1500
recognize	0.1500
results	0.1500
score	0.1500
setting	0.1500
shift	0.1500
signature	0.1500
suggestion	0.1500
tab	0.1500
tests	0.1500
tomorrow	0.1500
types	0.1500
undo	0.1500
values	0.1500
windows	0.1500
yesterday	0.1500
able	0.1200
above	0.1200
accept	0.1200
access	0.1200
according	0.1200
account	0.1200
across	0.1200
act	0.1200
action	0.1200
actually	0.1200
add	0.1200
address	0.1200
admin	0.1200
agree	0.1200
air	0.1200
allow	0.1200
almost	0.1200
alone	0.1200
along	0.1200
although	0.1200
among	0.1200
amount	0.1200
analysis	0.1200
ancient	0.1200
animal	0.1200
answer	0.1200
appear	0.1200
apple	0.1200
approach	0.1200
area	0.1200
argue	0.1200
army	0.1200
arrive	0.1200
art	0.1200
article	0.1200
artist	0.1200
ask	0.1200
assume	0.1200
attack	0.1200
attempt	0.1200
attend	0.1200
attention	0.1200
audience	0.1200
author	0.1200
available	0.1200
average	0.1200
avoid	0.1200
away	0.1200
baby	0.1200
bad	0.1200
bag	0.1200
ball	0.1200
bank	0.1200
base	0.1200
basic	0.1200
basis	0.1200
battle	0.1200
beach	0.1200
bear	0.1200
beat	0.1200
beautiful	0.1200
become	0.1200
bed	0.1200
begin	0.1200
behavior	0.1200
behind	0.1200
believe	0.1200
benefit	0.1200
best	0.1200
better	0.1200
beyond	0.1200
big	0.1200
bill	0.1200
billion	0.1200
bit	0.1200
black	0.1200
blood	0.1200
blue	0.1200
board	0.1200
body	0.1200
book	0.1200
born	0.1200
bottom	0.1200
box	0.1200
boy	0.1200
break	0.1200
bring	0.1200
broken	0.1200
brother	0.1200
brown	0.1200
budget	0.1200
business	0.1200
busy	0.1200
buy	0.1200
call	0.1200
camera	0.1200
campaign	0.1200
cancer	0.1200
capital	0.1200
car	0.1200
card	0.1200
care	0.1200
career	0.1200
carry	0.1200
cash	0.1200
cat	0.1200
catch	0.1200
cause	0.1200
cell	0.1200
center	0.1200
central	0.1200
century	0.1200
certain	0.1200
certainly	0.1200
chair	0.1200
challenge	0.1200
chance	0.1200
charge	0.1200
check	0.1200
child	0.1200
children	0.1200
choice	0.1200
choose	0.1200
church	0.1200
citizen	0.1200
city	0.1200
civil	0.1200
claim	0.1200
class	0.1200
clear	0.1200
clearly	0.1200
club	0.1200
coach	0.1200
cold	0.1200
collection	0.1200
college	0.1200
color	0.1200
comedy	0.1200
commercial	0.1200
community	0.1200
company	0.1200
compare	0.1200
computer	0.1200
concern	0.1200
condition	0.1200
conference	0.1200
congress	0.1200
consider	0.1200
consumer	0.1200
contain	0.1200
continue	0.1200
cost	0.1200
country	0.1200
couple	0.1200
course	0.1200
court	0.1200
cover	0.1200
crime	0.1200
cultural	0.1200
culture	0.1200
cup	0.1200
customer	0.1200
cut	0.1200
dark	0.1200
daughter	0.1200
dead	0.1200
deal	0.1200
death	0.1200
debate	0.1200
decade	0.1200
decide	0.1200
decision	0.1200
deep	0.1200
defense	0.1200
degree	0.1200
democrat	0.1200
democratic	0.1200
describe	0.1200
despite	0.1200
detail	0.1200
determine	0.1200
develop	0.1200
development	0.1200
die	0.1200
difference	0.1200
difficult	0.1200
direction	0.1200
director	0.1200
discover	0.1200
discuss	0.1200
discussion	0.1200
disease	0.1200
doctor	0.1200
dog	0.1200
door	0.1200
down	0.1200
draw	0.1200
dream	0.1200
drive	0.1200
drop	0.1200
drug	0.1200
east	0.1200
eat	0.1200
economic	0.1200
economy	0.1200
edge	0.1200
education	0.1200
effect	0.1200
effort	0.1200
eight	0.1200
either	0.1200
election	0.1200
employee	0.1200
end	0.1200
energy	0.1200
enjoy	0.1200
enough	0.1200
enter	0.1200
entire	0.1200
environment	0.1200
environmental	0.1200
errors	0.1200
especially	0.1200
establish	0.1200
evening	0.1200
ever	0.1200
everybody	0.1200
evidence	0.1200
exactly	0.1200
examples	0.1200
executive	0.1200
exist	0.1200
expect	0.1200
experience	0.1200
expert	0.1200
explain	0.1200
eye	0.1200
face	0.1200
fact	0.1200
factor	0.1200
fail	0.1200
fall	0.1200
family	0.1200
far	0.1200
farm	0.1200
father	0.1200
fear	0.1200
federal	0.1200
feel	0.1200
feeling	0.1200
few	0.1200
fight	0.1200
figure	0.1200
fill	0.1200
film	0.1200
finally	0.1200
financial	0.1200
find	0.1200
fine	0.1200
finger	0.1200
finish	0.1200
fire	0.1200
firm	0.1200
fish	0.1200
five	0.1200
floor	0.1200
fly	0.1200
folk	0.1200
follow	0.1200
food	0.1200
foot	0.1200
force	0.1200
foreign	0.1200
forget	0.1200
former	0.1200
forms	0.1200
forward	0.1200
four	0.1200
free	0.1200
front	0.1200
fund	0.1200
future	0.1200
game	0.1200
garden	0.1200
gas	0.1200
general	0.1200
generate	0.1200
generation	0.1200
girl	0.1200
glass	0.1200
goal	0.1200
government	0.1200
great	0.1200
green	0.1200
ground	0.1200
group	0.1200
grow	0.1200
growth	0.1200
guess	0.1200
gun	0.1200
guy	0.1200
hair	0.1200
half	0.1200
hand	0.1200
hang	0.1200
happen	0.1200
happy	0.1200
head	0.1200
health	0.1200
hear	0.1200
heart	0.1200
heat	0.1200
heavy	0.1200
herself	0.1200
himself	0.1200
hit	0.1200
hold	0.1200
home	0.1200
hope	0.1200
hospital	0.1200
hot	0.1200
hotel	0.1200
hour	0.1200
house	0.1200
huge	0.1200
human	0.1200
hundred	0.1200
husband	0.1200
idea	0.1200
identify	0.1200
image	0.1200
imagine	0.1200
impact	0.1200
important	0.1200
improve	0.1200
including	0.1200
increase	0.1200
indeed	0.1200
indicate	0.1200
individual	0.1200
industry	0.1200
inside	0.1200
instead	0.1200
institution	0.1200
interest	0.1200
interesting	0.1200
international	0.1200
interview	0.1200
investment	0.1200
involve	0.1200
itself	0.1200
job	0.1200
join	0.1200
kid	0.1200
kill	0.1200
kind	0.1200
kitchen	0.1200
knowledge	0.1200
land	0.1200
later	0.1200
laugh	0.1200
law	0.1200
lawyer	0.1200
lay	0.1200
lead	0.1200
leader	0.1200
learn	0.1200
least	0.1200
leave	0.1200
leg	0.1200
legal	0.1200
let	0.1200
level	0.1200
lie	0.1200
life	0.1200
light	0.1200
listen	0.1200
little	0.1200
live	0.1200
lose	0.1200
loss	0.1200
lot	0.1200
machine	0.1200
magazine	0.1200
main	0.1200
maintain	0.1200
major	0.1200
majority	0.1200
man	0.1200
manage	0.1200
management	0.1200
manager	0.1200
many	0.1200
market	0.1200
marriage	0.1200
material	0.1200
matter	0.1200
maybe	0.1200
mean	0.1200
measure	0.1200
media	0.1200
medical	0.1200
meet	0.1200
meeting	0.1200
member	0.1200
memory	0.1200
mention	0.1200
method	0.1200
middle	0.1200
military	0.1200
million	0.1200
mind	0.1200
minute	0.1200
miss	0.1200
mission	0.1200
mistakes	0.1200
model	0.1200
modern	0.1200
moment	0.1200
money	0.1200
morning	0.1200
mother	0.1200
mouth	0.1200
movement	0.1200
movie	0.1200
mr	0.1200
mrs	0.1200
music	0.1200
must	0.1200
myself	0.1200
nation	0.1200
national	0.1200
natural	0.1200
nature	0.1200
near	0.1200
nearly	0.1200
necessary	0.1200
need	0.1200
news	0.1200
newspaper	0.1200
nice	0.1200
night	0.1200
none	0.1200
nor	0.1200
north	0.1200
note	0.1200
notice	0.1200
occur	0.1200
off	0.1200
offer	0.1200
office	0.1200
officer	0.1200
official	0.1200
oh	0.1200
oil	0.1200
ok	0.1200
old	0.1200
once	0.1200
onto	0.1200
operation	0.1200
opportunity	0.1200
order	0.1200
organization	0.1200
others	0.1200
outside	0.1200
pain	0.1200
painting	0.1200
paper	0.1200
parent	0.1200
participant	0.1200
particular	0.1200
particularly	0.1200
partner	0.1200
party	0.1200
pass	0.1200
past	0.1200
patient	0.1200
patterns	0.1200
pay	0.1200
peace	0.1200
per	0.1200
perform	0.1200
performance	0.1200
perhaps	0.1200
period	0.1200
permissions	0.1200
person	0.1200
phone	0.1200
pick	0.1200
picture	0.1200
piece	0.1200
plan	0.1200
plant	0.1200
play	0.1200
player	0.1200
pm	0.1200
police	0.1200
political	0.1200
politics	0.1200
poor	0.1200
popular	0.1200
population	0.1200
position	0.1200
positive	0.1200
possible	0.1200
power	0.1200
practice	0.1200
prepare	0.1200
present	0.1200
president	0.1200
pressure	0.1200
pretty	0.1200
prevent	0.1200
price	0.1200
probably	0.1200
produce	0.1200
product	0.1200
production	0.1200
professional	0.1200
professor	0.1200
program	0.1200
project	0.1200
property	0.1200
protect	0.1200
prove	0.1200
provide	0.1200
public	0.1200
pull	0.1200
purpose	0.1200
push	0.1200
put	0.1200
quality	0.1200
question	0.1200
quickly	0.1200
quite	0.1200
race	0.1200
radio	0.1200
raise	0.1200
range	0.1200
rate	0.1200
rather	0.1200
reach	0.1200
read	0.1200
ready	0.1200
real	0.1200
reality	0.1200
realize	0.1200
reason	0.1200
recent	0.1200
recently	0.1200
record	0.1200
red	0.1200
reduce	0.1200
reflect	0.1200
region	0.1200
relate	0.1200
relationship	0.1200
religious	0.1200
remain	0.1200
remember	0.1200
remove	0.1200
replaced	0.1200
report	0.1200
represent	0.1200
republican	0.1200
require	0.1200
research	0.1200
resource	0.1200
respond	0.1200
response	0.1200
responsibility	0.1200
rest	0.1200
resume	0.1200
reveal	0.1200
rich	0.1200
rise	0.1200
risk	0.1200
road	0.1200
rock	0.1200
role	0.1200
room	0.1200
run	0.1200
save	0.1200
scene	0.1200
school	0.1200
science	0.1200
scientist	0.1200
sea	0.1200
season	0.1200
seat	0.1200
second	0.1200
section	0.1200
security	0.1200
seek	0.1200
seem	0.1200
sell	0.1200
send	0.1200
senior	0.1200
sense	0.1200
series	0.1200
serious	0.1200
serve	0.1200
services	0.1200
set	0.1200
seven	0.1200
several	0.1200
sex	0.1200
sexual	0.1200
shake	0.1200
share	0.1200
shoot	0.1200
shot	0.1200
shoulder	0.1200
show	0.1200
side	0.1200
sign	0.1200
significant	0.1200
similar	0.1200
simply	0.1200
since	0.1200
sing	0.1200
single	0.1200
sister	0.1200
sit	0.1200
site	0.1200
situation	0.1200
six	0.1200
size	0.1200
skill	0.1200
skin	0.1200
smile	0.1200
social	0.1200
society	0.1200
soldier	0.1200
somebody	0.1200
sometimes	0.1200
son	0.1200
song	0.1200
soon	0.1200
sort	0.1200
sound	0.1200
south	0.1200
southern	0.1200
speak	0.1200
special	0.1200
specific	0.1200
speech	0.1200
spend	0.1200
sport	0.1200
spring	0.1200
staff	0.1200
stage	0.1200
stand	0.1200
standard	0.1200
star	0.1200
statement	0.1200
station	0.1200
stay	0.1200
step	0.1200
stock	0.1200
store	0.1200
story	0.1200
strategy	0.1200
street	0.1200
strong	0.1200
structure	0.1200
student	0.1200
study	0.1200
stuff	0.1200
style	0.1200
subject	0.1200
success	0.1200
successful	0.1200
such	0.1200
suddenly	0.1200
suffer	0.1200
suggest	0.1200
suggestions	0.1200
summer	0.1200
sure	0.1200
surface	0.1200
table	0.1200
talk	0.1200
task	0.1200
tax	0.1200
teach	0.1200
teacher	0.1200
team	0.1200
technology	0.1200
television	0.1200
tell	0.1200
ten	0.1200
tend	0.1200
term	0.1200
thank	0.1200
themselves	0.1200
theory	0.1200
third	0.1200
thought	0.1200
thousand	0.1200
threat	0.1200
three	0.1200
throughout	0.1200
throw	0.1200
thus	0.1200
together	0.1200
tonight	0.1200
too	0.1200
top	0.1200
total	0.1200
tough	0.1200
toward	0.1200
town	0.1200
trade	0.1200
traditional	0.1200
training	0.1200
travel	0.1200
treat	0.1200
treatment	0.1200
tree	0.1200
trial	0.1200
trip	0.1200
trouble	0.1200
true	0.1200
truth	0.1200
try	0.1200
turn	0.1200
tv	0.1200
understand	0.1200
unit	0.1200
until	0.1200
upon	0.1200
usually	0.1200
various	0.1200
victim	0.1200
view	0.1200
violence	0.1200
visit	0.1200
voice	0.1200
vote	0.1200
wait	0.1200
walk	0.1200
wall	0.1200
war	0.1200
watch	0.1200
water	0.1200
weapon	0.1200
wear	0.1200
weight	0.1200
west	0.1200
western	0.1200
whatever	0.1200
whether	0.1200
white	0.1200
whole	0.1200
whom	0.1200
whose	0.1200
wide	0.1200
wife	0.1200
win	0.1200
wind	0.1200
wish	0.1200
within	0.1200
woman	0.1200
wonder	0.1200
worker	0.1200
world	0.1200
worry	0.1200
write	0.1200
writer	0.1200
yard	0.1200
yeah	0.1200
yes	0.1200
yet	0.1200
young	0.1200
yourself	0.1200
accessibility	0.1000
arrow	0.1000
backspace	0.1000
balanced	0.1000
buffer	0.1000
bundle	0.1000
candidate	0.1000
confidence	0.1000
correction	0.1000
cursor	0.1000
dictionary	0.1000
duplicate	0.1000
escape	0.1000
exclude	0.1000
excluded	0.1000
explicit	0.1000
fields	0.1000
fort	0.1000
gently	0.1000
implementation	0.1000
invalid	0.1000
jokes	0.1000
learned	0.1000
modes	0.1000
monitoring	0.1000
nearby	0.1000
nicely	0.1000
offline	0.1000
phrases	0.1000
physical	0.1000
policies	0.1000
pressed	0.1000
profiles	0.1000
prompt	0.1000
queue	0.1000
quiet	0.1000
quietly	0.1000
rare	0.1000
replacement	0.1000
safari	0.1000
sensitive	0.1000
smooth	0.1000
terminal	0.1000
thread	0.1000
token	0.1000
typo	0.1000
unlikely	0.1000
wit	0.1000
arrows	0.0800
boundary	0.0800
callback	0.0800
candidates	0.0800
conservative	0.0800
corrections	0.0800
exclusion	0.0800
frequency	0.0800
identifier	0.0800
magnet	0.0800
migration	0.0800
passwords	0.0800
prose	0.0800
recurring	0.0800
redo	0.0800
scoring	0.0800
shifted	0.0800
slack	0.0800
slip	0.0800
toast	0.0800
tokens	0.0800
typos	0.0800
adjacent	0.0500
butter	0.0500
caps	0.0500
enthusiastic	0.0500
freshly	0.0500
ga	0.0500
gnome	0.0500
melted	0.0500
migrations	0.0500
motor	0.0500
qwerty	0.0500
slipped	0.0500
smoothed	0.0500
smoothing	0.0500
sqlite	0.0500
substitution	0.0500
synthetic	0.0500
permutation	0.0300
slippery	0.0300
buttery	0.0200
gnostic	0.0200
transposition	0.0200
adn	0.0100
andthe	0.0100
appplication	0.0100
becase	0.0100
buidl	0.0100
buildign	0.0100
buildin	0.0100
commment	0.0100
freind	0.0100
gabout	0.0100
gelse	0.0100
gove	0.0100
gthis	0.0100
hte	0.0100
hthe	0.0100
htis	0.0100
implemnetation	0.0100
implmentation	0.0100
jsut	0.0100
langauge	0.0100
loosk	0.0100
recgnize	0.0100
recieve	0.0100
soem	0.0100
somethign	0.0100
somethin	0.0100
teh	0.0100
thhe	0.0100
tihs	0.0100
typin	0.0100
typoes	0.0100
unjumbled	0.0100
wiht	0.0100
workign	0.0100
writign	0.0100
writin	0.0100
writting	0.0100
yoru	0.0100
